batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.1.0,0.000000,16727.498229,74.541087,7345.718666,7172.778666,24.325581,3154.761888,3031.034928,16,0,250,224,0,26,224,0,6.475989,6.621535,0.896000,253376.640000,12879.794067,0.000000,0.000000,0.000000,0.000000
