time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
8501.46,0,0,0,8,8
8674.4,0,0,0,16,0
8674.41,0,0,0,0,16
8788.35,0,0,0,16,0
8788.35,0,0,0,8,8
8788.35,0,0,0,4,12
8876.93,0,0,0,8,8
8876.93,0,0,0,0,16
8961.29,0,0,0,8,8
8961.29,0,0,0,4,12
8961.29,0,0,0,0,16
9047.73,0,0,0,8,8
9047.73,0,0,0,4,12
9049.87,0,0,0,8,8
9049.87,0,0,0,12,4
9136.31,0,0,0,16,0
9136.31,0,0,0,0,16
9241.19,0,0,0,16,0
9241.2,0,0,0,0,16
9355,0,0,0,16,0
9355,0,0,0,8,8
9527.94,0,0,0,16,0
9527.94,0,0,0,0,16
9632.82,0,0,0,16,0
9632.82,0,0,0,8,8
9632.82,0,0,0,0,16
9803.62,0,0,0,8,8
9803.62,0,0,0,16,0
9803.63,0,0,0,12,4
9803.63,0,0,0,4,12
9892.21,0,0,0,8,8
9976.57,0,0,0,16,0
9976.57,0,0,0,8,8
10147.4,0,0,0,16,0
10147.4,0,0,0,0,16
10252.3,0,0,0,16,0
10252.3,0,0,0,8,8
10252.3,0,0,0,4,12
10340.8,0,0,0,8,8
10425.2,0,0,0,16,0
10425.2,0,0,0,0,16
10539.1,0,0,0,16,0
10539.1,0,0,0,8,8
10539.1,0,0,0,4,12
10539.1,0,0,0,0,16
10676.4,0,0,0,4,12
10676.4,0,0,0,0,16
10677.3,0,0,0,4,12
10712.1,0,0,0,12,4
10712.1,0,0,0,4,12
10814.6,0,0,0,8,8
10885,0,0,0,16,0
10885,0,0,0,0,16
10989.9,0,0,0,16,0
10989.9,0,0,0,12,4
10989.9,0,0,0,8,8
10989.9,0,0,0,0,16
11127.2,0,0,0,4,12
11127.2,0,0,0,8,8
11127.2,0,0,0,4,12
11127.2,0,0,0,0,16
11162.8,0,0,0,8,8
11162.8,0,0,0,4,12
11215.7,0,0,0,8,8
11215.7,0,0,0,12,4
11215.7,0,0,0,4,12
11215.7,0,0,0,0,16
11301,0,0,0,4,12
11301,0,0,0,0,16
11353.9,0,0,0,4,12
11386.5,0,0,0,12,4
11386.5,0,0,0,4,12
11439.2,0,0,0,8,8
11439.2,0,0,0,0,16
11557.3,0,0,0,8,8
11557.3,0,0,0,0,16
11612.1,0,0,0,8,8
11612.1,0,0,0,0,16
11728.1,0,0,0,8,8
11728.1,0,0,0,4,12
11785.1,0,0,0,12,4
11785.1,0,0,0,4,12
11816.7,0,0,0,8,8
11955.9,0,0,0,16,0
11955.9,0,0,0,8,8
11955.9,0,0,0,0,16
12126.7,0,0,0,8,8
12126.7,0,0,0,4,12
12128.8,0,0,0,12,4
12128.8,0,0,0,4,12
12128.8,0,0,0,0,16
12217.4,0,0,0,4,12
12263.9,0,0,0,8,8
12299.6,0,0,0,16,0
12299.6,0,0,0,0,16
12413.5,0,0,0,16,0
12413.5,0,0,0,8,8
12413.5,0,0,0,0,16
12586.5,0,0,0,8,8
12586.5,0,0,0,16,0
12586.5,0,0,0,0,16
12691.4,0,0,0,16,0
12691.4,0,0,0,8,8
12691.4,0,0,0,4,12
12691.4,0,0,0,0,16
12828.6,0,0,0,4,12
12829.5,0,0,0,8,8
12864.3,0,0,0,16,0
12864.3,0,0,0,0,16
12978.3,0,0,0,16,0
12978.3,0,0,0,12,4
12978.3,0,0,0,8,8
12978.3,0,0,0,0,16
13066.8,0,0,0,4,12
13066.8,0,0,0,0,16
13115.5,0,0,0,4,12
13115.5,0,0,0,0,16
13151.2,0,0,0,8,8
13151.2,0,0,0,0,16
13155.4,0,0,0,4,12
13155.4,0,0,0,0,16
13204.1,0,0,0,4,12
13293.6,0,0,0,8,8
13324.1,0,0,0,16,0
13324.1,0,0,0,0,16
13437.9,0,0,0,16,0
13437.9,0,0,0,12,4
13437.9,0,0,0,4,12
13576.1,0,0,0,8,8
13608.7,0,0,0,16,0
13608.7,0,0,0,8,8
13608.7,0,0,0,0,16
13779.5,0,0,0,8,8
13779.5,0,0,0,0,16
13781.7,0,0,0,8,8
13950.3,0,0,0,16,0
13950.4,0,0,0,0,16
14064.2,0,0,0,16,0
14064.2,0,0,0,0,16
14178,0,0,0,16,0
14178,0,0,0,8,8
14350.9,0,0,0,16,0
14350.9,0,0,0,0,16
14464.7,0,0,0,16,0
14464.7,0,0,0,0,16
14569.6,0,0,0,16,0
14569.6,0,0,0,8,8
14569.6,0,0,0,0,16
14742.5,0,0,0,8,8
14742.5,0,0,0,16,0
14742.5,0,0,0,8,8
14742.5,0,0,0,0,16
14913.3,0,0,0,8,8
14913.3,0,0,0,16,0
14913.3,0,0,0,12,4
14913.3,0,0,0,8,8
14913.3,0,0,0,4,12
14913.3,0,0,0,0,16
15001.9,0,0,0,4,12
15001.9,0,0,0,8,8
15001.9,0,0,0,0,16
15050.6,0,0,0,4,12
15050.6,0,0,0,8,8
15050.6,0,0,0,4,12
15050.6,0,0,0,0,16
15172.7,0,0,0,8,8
15187.8,0,0,0,12,4
15187.8,0,0,0,16,0
15187.8,0,0,0,0,16
15292.7,0,0,0,16,0
15292.7,0,0,0,12,4
15292.7,0,0,0,8,8
15292.7,0,0,0,0,16
15430.9,0,0,0,4,12
15430.9,0,0,0,8,8
15430.9,0,0,0,0,16
15463.5,0,0,0,8,8
15463.5,0,0,0,0,16
15601.7,0,0,0,8,8
15601.7,0,0,0,4,12
15601.7,0,0,0,0,16
15636.5,0,0,0,8,8
15636.5,0,0,0,0,16
15690.3,0,0,0,4,12
15738.9,0,0,0,8,8
15809.4,0,0,0,16,0
15809.4,0,0,0,0,16
15923.2,0,0,0,16,0
15923.2,0,0,0,12,4
15923.2,0,0,0,4,12
15923.2,0,0,0,0,16
16011.8,0,0,0,4,12
16060.5,0,0,0,8,8
16094,0,0,0,16,0
16094,0,0,0,0,16
16208,0,0,0,16,0
16208,0,0,0,8,8
16208,0,0,0,4,12
16345.2,0,0,0,8,8
16345.2,0,0,0,0,16
16380.9,0,0,0,8,8
16380.9,0,0,0,0,16
16518.1,0,0,0,8,8
16518.2,0,0,0,4,12
16518.2,0,0,0,0,16
16551.7,0,0,0,8,8
16606.7,0,0,0,12,4
16656.3,0,0,0,16,0
16656.3,0,0,0,0,16
16770.3,0,0,0,16,0
16770.3,0,0,0,0,16
16875.1,0,0,0,16,0
16875.1,0,0,0,12,4
16875.1,0,0,0,8,8
16875.1,0,0,0,4,12
16963.7,0,0,0,8,8
16963.7,0,0,0,12,4
16963.7,0,0,0,4,12
17013.3,0,0,0,8,8
17013.3,0,0,0,0,16
17136.7,0,0,0,8,8
17184.1,0,0,0,16,0
17184.1,0,0,0,0,16
17289,0,0,0,16,0
17289,0,0,0,0,16
17402.9,0,0,0,16,0
17402.9,0,0,0,8,8
17402.9,0,0,0,4,12
17540.2,0,0,0,8,8
17573.7,0,0,0,16,0
17573.7,0,0,0,0,16
17687.5,0,0,0,16,0
17687.5,0,0,0,12,4
17687.5,0,0,0,8,8
17687.5,0,0,0,0,16
17776.1,0,0,0,4,12
17776.1,0,0,0,8,8
17860.5,0,0,0,16,0
17860.5,0,0,0,0,16
17974.4,0,0,0,16,0
17974.4,0,0,0,0,16
18088.4,0,0,0,16,0
18088.4,0,0,0,12,4
18088.4,0,0,0,8,8
18176.9,0,0,0,12,4
18176.9,0,0,0,16,0
18176.9,0,0,0,0,16
18281.8,0,0,0,16,0
18281.8,0,0,0,0,16
18395.6,0,0,0,16,0
18395.6,0,0,0,8,8
18568.6,0,0,0,16,0
18568.6,0,0,0,0,16
18673.5,0,0,0,16,0
18673.5,0,0,0,8,8
18673.5,0,0,0,0,16
18844.3,0,0,0,8,8
18846.4,0,0,0,16,0
